id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1081653927337213952,1081653927337213952,1546721367000,2019-01-05,22:49:27,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Drug makers and companies are not living up to their commitments on pricing. Not being fair to the consumer, or to our Country!",[],[],[],19666,23667,126603,[],[],https://twitter.com/realDonaldTrump/status/1081653927337213952,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081603056846991361,1081603056846991361,1546709238000,2019-01-05,19:27:18,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"“Former @NYTimes editor Jill Abramson rips paper's ‘unmistakably anti-Trump’ bias.”

Ms. Abramson is 100% correct. Horrible and totally dishonest reporting on almost everything they write. Hence the term Fake News, Enemy of the People, and Opposition Party!",['nytimes'],[],[],20403,19780,82501,[],[],https://twitter.com/realDonaldTrump/status/1081603056846991361,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}, {'user_id': '807095', 'username': 'nytimes'}]",,,,
1081584385512607745,1081584385512607745,1546704787000,2019-01-05,18:13:07,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Great Tweet today by Tyler Q. Houlton @SpoxDHS on the #FakeNews being put out by @CNN, a proud member of the Opposition Party. @TSA is doing a great job!","['spoxdhs', 'cnn', 'tsa']",[],[],9046,10457,49786,['#fakenews'],[],https://twitter.com/realDonaldTrump/status/1081584385512607745,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}, {'user_id': '835975222499106816', 'username': 'SpoxDHS'}, {'user_id': '759251', 'username': 'CNN'}, {'user_id': '414331122', 'username': 'TSA'}]",,,,
1081579754191552514,1081579754191552514,1546703682000,2019-01-05,17:54:42,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"The Democrats want Billions of Dollars for Foreign Aid, but they don’t want to spend a small fraction of that number on properly securing our Border. Figure that one out!",[],[],[],27179,31123,121493,[],[],https://twitter.com/realDonaldTrump/status/1081579754191552514,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081570073867927557,1081570073867927557,1546701374000,2019-01-05,17:16:14,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"We are working hard at the Border, but we need a WALL!  In 2018, 1.7 million pounds of narcotics seized, 17,000 adults arrested with criminal records, and 6000 gang members, including MS-13, apprehended. A big Human Trafficking problem.",[],[],[],26508,26411,105174,[],[],https://twitter.com/realDonaldTrump/status/1081570073867927557,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081563196249513985,1081563196249513985,1546699735000,2019-01-05,16:48:55,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"I don’t care that most of the workers not getting paid are Democrats, I want to stop the Shutdown as soon as we are in agreement on Strong Border Security! I am in the White House ready to go, where are the Dems?",[],[],[],42005,22864,118311,[],[],https://twitter.com/realDonaldTrump/status/1081563196249513985,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081549802595340288,1081549802595340288,1546696541000,2019-01-05,15:55:41,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Many people currently a part of my opposition, including President Obama & the Dems, have had campaign violations, in some cases for very large sums of money. These are civil cases. They paid a fine & settled. While no big deal, I did not commit a campaign violation!",[],[],[],30180,17679,84200,[],[],https://twitter.com/realDonaldTrump/status/1081549802595340288,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081535102461579264,1081535102461579264,1546693037000,2019-01-05,14:57:17,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"The Democrats could solve the Shutdown problem in a very short period of time. All they have to do is approve REAL Border Security (including a Wall), something which everyone, other than drug dealers, human traffickers and criminals, want very badly! This would be so easy to do!",[],[],[],34770,23751,108002,[],[],https://twitter.com/realDonaldTrump/status/1081535102461579264,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081528502602612736,1081528502602612736,1546691463000,2019-01-05,14:31:03,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Great support coming from all sides for Border Security (including Wall) on our very dangerous Southern Border. Teams negotiating this weekend! Washington Post and NBC reporting of events, including Fake sources, has been very inaccurate (to put it mildly)!",[],[],[],16728,16575,80114,[],[],https://twitter.com/realDonaldTrump/status/1081528502602612736,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081525114594832384,1081525114594832384,1546690655000,2019-01-05,14:17:35,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,Thank you to Kanye West for your nice words. Criminal Justice Reform is now law - passed in a very bipartisan way!,[],[],[],8167,18523,109222,[],[],https://twitter.com/realDonaldTrump/status/1081525114594832384,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081357291914477568,1081357291914477568,1546650643000,2019-01-05,03:10:43,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Great new book by Dr. Robert Jeffress, “Choosing the Extraordinary Life.” Get it and enjoy!  @LouDobbs",['loudobbs'],[],[],17717,11670,61877,[],[],https://twitter.com/realDonaldTrump/status/1081357291914477568,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}, {'user_id': '26487169', 'username': 'LouDobbs'}]",,,,
1082032550112047104,1082032550112047104,1546811637000,2019-01-06,23:53:57,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"V.P. Mike Pence and group had a productive meeting with the Schumer/Pelosi representatives today. Many details of Border Security were discussed. We are now planning a Steel Barrier rather than concrete. It is both stronger & less obtrusive. Good solution, and made in the U.S.A.",[],[],[],35585,28664,149477,[],[],https://twitter.com/realDonaldTrump/status/1082032550112047104,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081935373914259458,1081935373914259458,1546788469000,2019-01-06,17:27:49,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"Our GREAT MILITARY has delivered justice for the heroes lost and wounded in the cowardly attack on the USS Cole. We have just killed the leader of that attack, Jamal al-Badawi. Our work against al Qaeda continues. We will never stop in our fight against Radical Islamic Terrorism!",[],[],[],17741,31849,150513,[],[],https://twitter.com/realDonaldTrump/status/1081935373914259458,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081928260093652999,1081928260093652999,1546786773000,2019-01-06,16:59:33,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,Excited to see our friends in Egypt opening the biggest Cathedral in the Middle East. President El-Sisi is moving his country to a more inclusive future!,[],[],[],11422,21289,111342,[],[],https://twitter.com/realDonaldTrump/status/1081928260093652999,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081891545245278208,1081891545245278208,1546778019000,2019-01-06,14:33:39,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"....The only reason they do not want to build a Wall is that Walls Work! 99% of our illegal Border crossings will end, crime in our Country will go way down and we will save billions of dollars a year! A properly planned and constructed Wall will pay for itself many times a year!",[],[],[],38976,30182,142466,[],[],https://twitter.com/realDonaldTrump/status/1081891545245278208,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081883505049636864,1081883505049636864,1546776102000,2019-01-06,14:01:42,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"“We simply cannot allow people to pour into the United States undetected, undocumented, unchecked...” Barrack Obama, 2005. I voted, when I was a Senator, to build a barrier to try to prevent illegal immigrants from coming in...” Hillary Clinton, 2015.",[],[],[],16701,31705,124988,[],[],https://twitter.com/realDonaldTrump/status/1081883505049636864,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081733714437201922,1081733714437201922,1546740389000,2019-01-06,04:06:29,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,Will be going to Camp David tomorrow morning for meetings on Border Security and many other topics with @WhiteHouse senior staff.,['whitehouse'],[],[],18421,15885,90347,[],[],https://twitter.com/realDonaldTrump/status/1081733714437201922,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}, {'user_id': '822215673812119553', 'username': 'WhiteHouse'}]",,,,
1081729046277509121,1081729046277509121,1546739276000,2019-01-06,03:47:56,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"AP-NORC POLL: “Immigration among the top concerns in 2019.” People want to stop drugs and criminals at the Border. Want Border Security! Tell the Dems to do the inevitable now, rather than later. The wait is costly and dangerous!",[],[],[],16661,20915,91311,[],[],https://twitter.com/realDonaldTrump/status/1081729046277509121,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
1081725924457041921,1081725924457041921,1546738532000,2019-01-06,03:35:32,GTB Standard Time,25073877,realdonaldtrump,Donald J. Trump,,"“The number of employed Americans has now set a 14th record under President Trump. Over the year, average hourly earnings have increased by 84 cents, or 3.2%. Participation Rate hits Trump-Era High.” CNS NEWS.  And we will do even better with new trade deals and all else!",[],[],[],9759,15302,72142,[],[],https://twitter.com/realDonaldTrump/status/1081725924457041921,False,,0,,,,,,,"[{'user_id': '25073877', 'username': 'realDonaldTrump'}]",,,,
